price,year,manufacturer,model,fuel,odometer,transmission
29990,2018,lexus,nx 300 sport utility 4d,other,15923,other
5900,2006,ford,f-150,gas,146000,automatic
21500,2011,jeep,wrangler,gas,110929,automatic
5900,2009,buick,enclave,gas,163783,automatic
32590,2020,cadillac,xt4 sport suv 4d,gas,14913,other
5900,2008,honda,civic lx,gas,207000,automatic
45900,2017,,Maserati Levante,gas,36083,automatic
38990,2020,lincoln,continental sedan 4d,gas,1772,other
14152,2015,toyota,sienna,gas,105429,automatic
10392,2014,volkswagen,jetta,diesel,106469,automatic
11268,2014,toyota,prius v,hybrid,143978,automatic
8925,2013,toyota,prius c,hybrid,107441,automatic
60990,2019,audi,q8 premium sport utility 4d,gas,8798,automatic
26990,2016,toyota,tacoma,gas,102089,automatic
5977,2010,nissan,rogue,gas,137000,automatic
5977,2012,honda,accord lx,gas,174000,automatic
5500,2007,honda,odyssey ex-l,gas,215000,automatic
6199,2011,nissan,altima,gas,166000,automatic
21990,2016,mazda,mx-5 miata club,other,41251,other
30990,2017,toyota,4runner sr5 sport utility,gas,53811,other
49590,2020,ford,f250 super duty crew cab xl,other,6033,other
36590,2019,gmc,sierra 1500 limited double,gas,14222,other
16989,2002,ford,super duty f-450 drw cab-chassis,gas,228546,automatic
25990,2013,toyota,tacoma double cab,other,64919,other
16999,2017,infiniti,q50 premium,gas,27000,automatic
38634,2016,gmc,yukon,gas,85662,automatic
71989,,rover,sport,gas,41865,automatic
29590,2013,gmc,sierra 1500 extended cab slt,gas,37888,other
34990,2017,chevrolet,silverado 1500 crew,other,30559,other
34900,2015,cadillac,escalade,other,107291,automatic
0,2015,jeep,cherokee,gas,160328,automatic
6000,2004,toyota,sequoia sr5,gas,261000,automatic
35900,2017,chevrolet,silverado,other,69988,automatic
14700,2010,chevrolet,silverado 1500,other,200392,automatic
0,2017,lincoln,mkz,gas,97043,automatic
29590,2014,ram,1500 quad cab laramie pickup,diesel,73040,other
35495,,,Series,gas,14000,automatic
8999,2011,mercedes-benz,benz c300,gas,103025,automatic
34590,2015,gmc,sierra 1500 crew cab sle,gas,35423,automatic
34500,2012,bmw,x6,gas,53723,automatic
14995,2014,jeep,grand cherokee limited,gas,126200,automatic
15882,2017,ram,1500,gas,138000,automatic
800,2007,ford,freestyle,gas,142862,automatic
25000,2010,dodge,challenger r/t,gas,77000,automatic
31506,2016,chevrolet,silverado 3500 hd,gas,81755,automatic
5977,2011,honda,accord lx-p,gas,149000,automatic
36500,2012,ram,3500,diesel,82617,automatic
3477,2007,hyundai,accent,gas,141000,automatic
12477,2016,honda,hrv,gas,74000,automatic
8477,2015,nissan,altima 2.5 s,gas,123000,automatic
5277,2009,honda,civic lx,gas,145000,automatic
58989,2015,tesla,model s,electric,23906,automatic
11995,2012,honda,cr-v ex,gas,126810,automatic
39989,2016,ram,2500,gas,67277,automatic
17500,1986,chevrolet,silverado,gas,95000,automatic
40990,2019,ford,f150 supercrew cab xlt,gas,13564,other
38590,2015,ford,f150 supercrew cab lariat,other,41804,other
28590,2017,jeep,wrangler sport suv 2d,gas,37218,other
27590,2013,toyota,tacoma access cab pickup,other,43937,other
25990,2017,toyota,tacoma access cab sr,gas,22820,other
24990,2019,subaru,crosstrek 2.0i premium,gas,12495,other
7900,2011,cadillac,cts sedan,gas,99800,automatic
31990,2016,chevrolet,silverado 1500,,107597,automatic
31590,2015,jeep,wrangler unlimited sahara,gas,58118,other
27990,2016,bmw,3 series 340i sedan 4d,gas,46057,other
15493,2010,ford,mustang,gas,136145,other
6992,2006,honda,pilot,gas,187101,automatic
5998,2005,honda,odyssey,gas,251262,automatic
27988,2016,chevrolet,silverado 1500,gas,62667,automatic
6500,1984,chevrolet,k5 blazer,gas,123456,automatic
38590,2014,mercedes-benz,c-class c 63 amg,gas,39558,automatic
22795,2015,mercedes-benz,c-class,gas,67870,automatic
15000,2012,toyota,rav-4,gas,74000,automatic
5800,2003,toyota,matrix,gas,162000,automatic
6299,2008,volvo,xc90,gas,125509,automatic
12500,2007,jeep,wrangler,gas,205233,automatic
3900,2007,ford,fusion,gas,216585,automatic
53500,2016,ram,2500,diesel,64845,automatic
27995,2017,nissan,nv2500 hd cargo,gas,48769,automatic
18199,2018,nissan,maxima,gas,101821,automatic
45500,1955,chevrolet,belair,gas,15000,automatic
24995,2012,ford,f250 xl super duty,gas,52377,automatic
29988,2007,gmc,c8500,diesel,163063,automatic
12989,2013,cadillac,cts sedan,,73857,automatic
16989,2014,gmc,acadia,gas,82459,automatic
23998,2018,dodge,challenger,gas,48482,automatic
7000,2001,ford,f250 super duty,gas,199300,automatic
30000,2013,jeep,wrangler unlimited sahara,gas,99500,automatic
15989,2011,cadillac,escalade,gas,143811,automatic
8312,2014,ford,focus,gas,93662,manual
18777,2013,toyota,highlander,gas,120856,automatic
12882,2013,toyota,tacoma,gas,175951,manual
7442,2007,chevrolet,colorado,gas,150000,automatic
23900,2012,chevrolet,silverado,other,100000,automatic
7995,2011,nissan,altima 2.5 s,gas,91763,automatic
2900,2003,,YAMAHA XVS650/A/C/AC/AT/ATC/V ST,gas,36737,manual
8995,2012,ford,fusion sel,gas,90468,automatic
6900,2015,honda,cbr650,gas,16402,manual
8999,2009,mercedes-benz,c-class,gas,107862,automatic
29499,2016,gmc,yukon,other,159138,automatic
5900,2009,buick,enclave,gas,163783,automatic
12500,2017,toyota,corolla,gas,33591,automatic
35990,,,500,gas,60260,automatic
13419,2012,audi,q5,gas,154728,automatic
8500,2007,cadillac,dts,gas,98394,automatic
15845,2014,toyota,tacoma,gas,56205,manual
8500,2011,honda,odyssey,gas,112554,automatic
4500,2007,honda,odyssey ex-l,gas,128427,automatic
5800,2008,toyota,sienna xle limited,gas,118674,automatic
26495,2017,mercedes-benz,c-class,gas,27443,automatic
5500,2004,ram,1500,gas,167014,automatic
11900,2007,gmc,sierra 1500 classic,gas,151932,automatic
12000,2013,bmw,x5,gas,130000,automatic
5500,2009,honda,civic,gas,156869,automatic
12995,2016,chrysler,200,gas,72754,automatic
38900,2016,ram,2500,diesel,110016,automatic
15900,2016,gmc,terrain,gas,112210,automatic
16899,2019,volkswagen,jetta,gas,20944,automatic
32990,2018,ford,f150 super cab xlt pickup,other,11360,other
40590,2020,chevrolet,silverado 1500 double,gas,19910,other
16977,2015,honda,cr-v,gas,134543,automatic
21990,2017,gmc,acadia sle-1 sport utility,gas,48959,other
8000,2012,chevrolet,equinox ls,gas,134000,automatic
14989,2014,chevrolet,express cargo van,gas,204477,automatic
27899,2018,lexus,es,gas,41549,automatic
14989,2012,audi,q7,diesel,164360,automatic
12977,2014,toyota,corolla,gas,50756,automatic
10531,2012,buick,enclave,gas,169108,automatic
38990,2020,infiniti,qx60 luxe sport utility,gas,5279,other
28990,2017,gmc,acadia slt-1 sport utility,gas,18041,other
15897,2017,hyundai,veloster,gas,30844,other
33590,2020,chevrolet,silverado 1500 double,other,15591,other
41990,2020,infiniti,qx60 luxe sport utility,gas,7544,other
18897,2014,toyota,rav4,gas,90824,other
21998,2015,audi,q7,gas,76280,automatic
21990,2014,lincoln,navigator,gas,106148,automatic
30990,2018,ford,f150 super cab xlt pickup,other,23029,other
10373,2011,honda,cr-v,gas,129641,automatic
7998,2008,jeep,commander,gas,153663,automatic
16340,2007,toyota,fj cruiser,gas,260428,automatic
34990,2020,ford,f150 super cab xlt pickup,gas,12562,other
48990,,,Gladiator,gas,5792,automatic
9500,2014,ford,transit connect,gas,219581,automatic
16900,2014,ford,transit connect,gas,35173,automatic
34500,2019,ford,transit,gas,7646,automatic
32700,2019,ford,transit,gas,13646,automatic
32900,2019,ford,transit,gas,6735,automatic
34800,2019,ford,transit,gas,31020,automatic
24500,2014,lexus,gs350,gas,78050,automatic
32590,2013,lexus,ls 460 sedan 4d,gas,30384,other
21990,2017,infiniti,qx50 sport utility 4d,other,27629,automatic
33989,2017,bmw,x5,gas,47585,automatic
16995,2008,chevrolet,express 3500,gas,158114,automatic
15590,2015,mitsubishi,outlander sport es,gas,30811,automatic
19500,2011,toyota,4runner sr5,gas,148000,automatic
8000,2009,cadillac,cts,gas,97000,automatic
28989,2013,ford,f-150,gas,91989,automatic
28590,2018,cadillac,xt5 sport utility 4d,gas,27331,other
29989,2015,ford,f-150,gas,68143,automatic
25590,2018,mitsubishi,outlander phev sel,other,25384,other
18897,2016,kia,optima,gas,73330,other
8897,2015,ford,fusion,gas,179871,other
35900,2014,rover,,gas,94780,automatic
34900,2013,ford,f-350,diesel,195857,automatic
32699,2014,toyota,tundra,other,132655,automatic
27590,2017,cadillac,xt5 luxury sport,other,21360,other
12500,2017,toyota,corolla,gas,33591,automatic
17900,2012,ford,f-150,other,159936,automatic
23900,2011,jeep,wrangler,gas,117430,automatic
34995,2017,ford,f250 sd xlt,gas,138052,automatic
35590,2020,lincoln,corsair sport utility 4d,gas,1454,other
14900,2012,jeep,wrangler,gas,180000,manual
50990,2017,mercedes-benz,s-class,gas,68643,automatic
26590,2017,infiniti,q70 3.7 sedan 4d,other,34159,automatic
14818,2017,kia,sorento,gas,99007,automatic
16489,2015,buick,enclave,gas,107711,automatic
22234,2014,toyota,4runner,gas,166062,automatic
12716,2014,ford,escape,gas,87767,automatic
19998,2013,lexus,rx 350,gas,100305,automatic
32590,2013,lexus,ls 460 l sedan 4d,gas,60271,automatic
32990,2013,tesla,model s,electric,69961,automatic
6900,2005,chevrolet,avalanche,gas,243402,automatic
29499,2017,lexus,rx,gas,65923,automatic
13500,2004,jeep,wrangler tj rubicon,gas,199000,manual
31590,2012,dodge,challenger srt8 392 coupe,gas,26461,other
35590,2015,dodge,challenger srt 392 coupe,gas,40626,other
15590,2016,,Scion iM Hatchback 4D,gas,32573,other
15990,2016,,Scion iM Hatchback 4D,gas,29652,other
25989,2013,bmw,6 series,gas,72038,automatic
19995,2011,jeep,wrangler right hand drive,,87857,manual
19989,2015,audi,q5,gas,48837,automatic
20499,2015,jeep,grand cherokee,gas,90890,automatic
32990,2017,acura,mdx sh-awd sport utility,gas,29322,other
34590,2019,acura,mdx sh-awd sport utility,other,27387,other
44977,2017,gmc,yukon xl,,55102,automatic
18500,2002,ford,f-350,diesel,203000,automatic
29699,2018,ford,f-150,gas,79063,automatic
7442,2013,nissan,altima,gas,86356,automatic
14882,2018,nissan,maxima,gas,20890,automatic
7882,2013,ford,transit connect,gas,50263,automatic
6882,2008,acura,rdx,gas,140000,automatic
35590,2011,dodge,challenger srt8 coupe 2d,gas,16796,other
14895,2015,audi,a3,gas,92822,automatic
29990,2018,acura,mdx sport utility 4d,other,33727,other
36500,2014,ram,2500,diesel,183305,automatic
54900,2016,chevrolet,corvette,gas,5100,automatic
14990,2016,,Scion iM Hatchback 4D,gas,65203,other
10000,2009,ford,edge,gas,120000,automatic
4000,2008,pontiac,grand prix gt,gas,160523,automatic
25495,2017,mercedes-benz,c-class,gas,42056,automatic
2950,1996,ford,explorer xlt,gas,218822,automatic
11900,2009,ram,1500 big horn,gas,193000,automatic
4500,2002,ford,mustang,gas,223000,automatic
57590,2018,cadillac,escalade esv luxury,gas,28453,other
3600,2010,buick,lacrosse,gas,155000,automatic
33590,2020,acura,rdx sport utility 4d,gas,13623,other
18590,2018,hyundai,sonata sel sedan 4d,gas,22075,other
38615,2021,chevrolet,silverado 1500,gas,1,automatic
35590,2018,infiniti,q60 3.0t sport coupe 2d,gas,12113,other
28989,2017,jaguar,f-pace,diesel,70941,automatic
28989,2016,rover,lr4,gas,93717,automatic
40990,2017,lincoln,navigator l select sport,other,31843,automatic
27590,2018,alfa-romeo,romeo giulia sedan 4d,gas,11007,other
23299,2012,ford,f-150,gas,101760,automatic
21500,2011,jeep,wrangler,gas,110929,automatic
35900,2014,rover,,gas,94780,automatic
10900,2013,nissan,juke,gas,92675,automatic
17900,2012,ford,f-150,other,159936,automatic
21590,2016,acura,rdx sport utility 4d,other,37793,automatic
33990,2016,chevrolet,silverado 1500,,117895,automatic
30990,2017,lexus,rx 350 sport utility 4d,other,27130,other
21500,2014,ford,f150,gas,164000,automatic
13186,2017,kia,forte,gas,40236,automatic
19730,2016,honda,cr-v,gas,38386,automatic
14810,2016,ford,edge,gas,88055,automatic
15619,2015,,Scion FR-S,gas,93539,manual
18530,2014,honda,cr-v,gas,36103,automatic
14900,2012,jeep,wrangler,gas,180000,manual
14990,2019,kia,soul wagon 4d,gas,7007,other
29500,2016,ford,mustang,gas,36772,automatic
4000,2001,,2001,gas,158094,automatic
18500,2016,ford,transit van,gas,92000,automatic
39950,2020,jeep,wrangler,gas,2600,automatic
2888,1973,,1973VOLKSWAGEN BEETLE,gas,111111,manual
36590,2018,audi,q5 prestige sport utility,gas,32409,other
28990,2018,lincoln,mkx select sport utility,gas,27343,other
25590,2017,jaguar,xf 20d premium sedan 4d,other,27662,automatic
35990,2019,bmw,5 series 530e xdrive,gas,19260,other
30990,2018,lexus,nx 300h sport utility 4d,hybrid,27205,automatic
21900,2013,dodge,challenger,gas,90418,automatic
23900,2012,chevrolet,silverado,other,100000,automatic
23900,2011,jeep,wrangler,gas,117430,automatic
34900,2013,ford,f-350,diesel,195857,automatic
0,2016,nissan,murano,gas,124543,
36590,2018,jaguar,e-pace p300 r-dynamic s,other,5837,other
34990,2020,cadillac,xt4 sport suv 4d,diesel,4174,other
16990,2015,honda,accord sedan,gas,82023,automatic
27990,2017,lincoln,continental select sedan,gas,19492,automatic
19499,2019,kia,sportage,gas,46299,automatic
59990,2019,audi,q8 premium sport utility 4d,gas,8930,automatic
7500,2014,volkswagen,passat se,gas,130000,automatic
14395,2016,kia,soul,gas,32819,automatic
4950,2011,ford,taurus se,gas,104244,automatic
41990,2019,toyota,4runner limited,gas,32326,other
18590,2017,toyota,camry le sedan 4d,gas,30223,other
17590,2017,toyota,camry le sedan 4d,other,41606,other
43989,,,lac Escalade ESV,gas,87788,automatic
15990,2018,ford,focus se hatchback 4d,other,14178,other
36590,2017,chevrolet,tahoe lt sport utility,other,60476,other
11989,2008,bmw,z4,gas,90935,automatic
8897,2014,kia,sorento,gas,189392,other
10897,2010,ford,f-150,gas,236479,other
5950,2013,nissan,altima,gas,114194,automatic
10500,2012,chevrolet,silverado 1500,gas,230000,automatic
22500,1947,ford,coupe,gas,57000,manual
7500,2013,subaru,legacy,gas,159001,automatic
24990,2017,lexus,es 350 sedan 4d,gas,40338,automatic
21590,2016,dodge,charger sxt sedan 4d,other,45097,automatic
37590,2019,toyota,4runner sr5 sport utility,gas,11863,other
29980,2016,infiniti,qx80,gas,113427,automatic
14988,2013,toyota,avalon,gas,76634,automatic
15998,2010,toyota,4runner,gas,167847,automatic
8201,2007,toyota,rav4,gas,169579,automatic
22861,2011,toyota,tundra,gas,198020,automatic
8977,2006,toyota,tundra,gas,229973,automatic
25990,2019,dodge,charger sxt sedan 4d,gas,21079,other
13945,2013,acura,tsx sedan 4d,gas,57189,automatic
35990,2016,ford,f-150,gas,57838,automatic
8499,2011,toyota,corolla s sedan 4d,gas,97318,automatic
5000,2013,chrysler,200,gas,146252,automatic
4000,2006,hyundai,sonata,gas,161530,automatic
11500,2015,volkswagen,passat,gas,59271,automatic
3500,2007,hyundai,sonata,gas,227356,automatic
7900,2008,ford,expedition,gas,229822,automatic
24900,2013,ford,f-150,gas,159134,automatic
11500,2016,kia,sorento,gas,103095,automatic
12995,2008,ford,f150 xl,gas,93146,automatic
36995,2012,ford,f250 super duty 4x4,gas,41364,automatic
31995,2017,ford,f350 super duty,gas,129634,automatic
25995,2015,gmc,sierra 2500hd,gas,126690,automatic
34995,2015,ford,f250 super duty 4x4,gas,84526,automatic
31995,2012,ford,f350 super duty,gas,24692,automatic
22499,2020,chrysler,voyager,gas,40481,automatic
2500,2002,chevrolet,silverado 1500,gas,300402,automatic
2900,2007,nissan,altima,gas,176067,automatic
43990,2020,ford,f150 supercrew cab lariat,other,31609,other
33989,,,ln MKX,gas,17465,automatic
24990,2018,bmw,3 series 330i xdrive sedan,gas,34454,automatic
28989,2013,ford,f-150,gas,98595,automatic
46990,2020,ford,f150 supercrew cab lariat,gas,13935,other
21998,2018,volkswagen,tiguan,gas,23046,automatic
25990,2016,toyota,tacoma access cab sr5,other,79393,other
3500,2008,pontiac,g6,gas,150575,automatic
75500,2020,ram,limited 3500,diesel,26100,automatic
8500,2007,toyota,tundra sr5 tss edition,gas,247000,automatic
27989,2015,ram,1500,gas,101470,automatic
24590,2018,bmw,3 series 330i xdrive sedan,other,38872,other
12551,2015,nissan,altima,gas,71048,automatic
13353,2014,lexus,ct 200h,hybrid,126186,automatic
16897,2015,buick,enclave,gas,122128,other
16897,2018,chevrolet,malibu,gas,56280,other
7200,2010,honda,accord ex,gas,178000,automatic
26990,2020,toyota,tacoma access cab sr5,gas,8625,other
7999,2013,volkswagen,jetta,gas,101833,automatic
12500,2017,toyota,corolla,gas,33591,automatic
40888,2020,jeep,gladiator,gas,19069,automatic
32990,2020,jeep,wrangler sport suv 2d,gas,20205,other
26500,2014,gmc,sierra 1500,,162934,automatic
34590,2020,mercedes-benz,c-class c 300,gas,17061,other
12967,2013,gmc,terrain,gas,82820,automatic
13630,2011,lexus,rx 450h,hybrid,151146,automatic
0,2007,ford,f-150,gas,225796,automatic
23590,2018,subaru,crosstrek 2.0i limited,gas,44201,automatic
29890,,,ai Santa Fe,gas,30934,automatic
31995,2016,chevrolet,silverado 1500 lt crew cab long box 4wd,gas,94526,automatic
27900,2011,gmc,sierra,diesel,215000,automatic
28998,2018,mercedes-benz,c-class,electric,26908,automatic
9995,2011,toyota,prius prius v,,104087,other
16998,2013,toyota,sienna,gas,76688,automatic
27995,2014,ram,1500 sport crew cab lwb 4wd,,86325,automatic
29995,2016,jeep,wrangler unlimited sport 4wd,,65203,manual
26995,2014,ford,f-150 xl supercrew 6.5-ft. bed 4wd,,119981,automatic
24977,2015,audi,q7,gas,90753,automatic
26995,2017,ford,f-150 xl supercrew 5.5-ft. bed 4wd,,142288,automatic
25995,2014,chevrolet,silverado 1500 work truck 2wt crew cab long box 4w,,91852,automatic
32995,2018,chevrolet,silverado 1500 ls crew cab long box 4wd,,82233,automatic
36990,2017,bmw,x5 xdrive35d sport utility,gas,28244,automatic
13500,2016,audi,a3 premium,gas,98000,automatic
22989,2013,lexus,rx 350,gas,53779,automatic
16499,2019,nissan,rogue,gas,84232,automatic
14590,2012,bmw,1 series 128i coupe 2d,other,80465,other
52590,2020,mercedes-benz,e-class e 350,other,13573,other
20590,2018,chrysler,300 limited sedan 4d,gas,71021,other
29990,2018,alfa-romeo,romeo stelvio ti sport,other,26978,other
25590,2020,buick,encore gx select sport,gas,1113,automatic
23990,2017,lincoln,mkz reserve sedan 4d,gas,28565,other
4500,2005,ford,escape,gas,176374,automatic
18989,2014,bmw,5 series,diesel,78499,automatic
14447,2015,ford,explorer,gas,149785,automatic
13129,2014,ford,escape,gas,65612,automatic
18897,2016,toyota,camry,gas,41378,other
17897,2016,honda,civic,gas,63269,other
23998,2017,audi,a6,gas,30326,automatic
5750,2014,jeep,patriot sport,gas,105062,automatic
24399,2019,volkswagen,tiguan,gas,26305,automatic
48990,2019,nissan,armada,gas,21412,automatic
14990,2017,dodge,journey,gas,96577,automatic
13990,2014,lincoln,mkz,gas,91537,automatic
36495,2017,rover,discovery sport,gas,88,automatic
9500,2014,ford,transit connect,gas,219581,automatic
38300,2020,ford,transit,gas,7540,automatic
29600,2019,gmc,savana,gas,30052,automatic
20300,2017,ford,transit 150,gas,141625,automatic
36700,2019,ford,transit 250,gas,14985,automatic
32800,2018,ford,transit,gas,43479,automatic
37900,2020,chevrolet,silverado 1500,gas,5622,automatic
31900,2019,ford,transit 250,gas,29497,automatic
34800,2019,ford,transit,gas,31020,automatic
24900,2016,ford,econoline,gas,122238,automatic
17995,2013,gmc,sierra 1500 sle,gas,107000,automatic
32590,2020,,Genesis G70 2.0T Sedan 4D,other,4171,other
9998,2013,hyundai,sonata,gas,98797,automatic
14993,2013,honda,cr-v,gas,118829,automatic
16407,2013,chevrolet,silverado 1500,gas,79605,automatic
10990,2013,nissan,sentra s sedan 4d,gas,81557,other
7999,2010,honda,accord ex-l coupe 2d,gas,147909,automatic
10358,2012,honda,accord ex-l sedan 4d,gas,112988,automatic
14975,2014,chrysler,300 sedan 4d,gas,61825,automatic
26495,,,des-Benz CLA,gas,42455,automatic
7000,1979,ford,thunderbird,gas,99500,automatic
13750,2012,subaru,impreza wrx,gas,127555,manual
17450,2014,nissan,370z,gas,146711,automatic
10450,2013,honda,civic lx,gas,159510,automatic
12450,2012,honda,cr-v ex-l,gas,119549,automatic
32990,2018,ford,f150 super cab xlt pickup,gas,20558,other
8450,2007,acura,tl type-s,gas,185598,automatic
41990,2019,chevrolet,silverado 1500 double,gas,10079,other
26990,2018,gmc,acadia sle-2 sport utility,gas,26514,other
2800,2001,ford,sport trac,gas,225000,automatic
25989,2015,jeep,wrangler unlimited,gas,81062,automatic
33990,2018,ford,f150 super cab lariat,other,26732,other
26990,2017,infiniti,qx60 3.5 sport utility,gas,40529,automatic
10989,2012,cadillac,cts sedan,gas,119810,automatic
15500,2013,chrysler,town and country,gas,82000,automatic
19989,2016,ford,flex,gas,73898,automatic
12897,2016,kia,forte 5-door,gas,71985,other
43897,2016,gmc,yukon xl,gas,83978,other
12500,2017,toyota,corolla,gas,33591,automatic
0,2009,toyota,venza,gas,171990,automatic
9950,2010,ford,e250,gas,177000,automatic
24500,2006,ford,f550,diesel,147000,automatic
36500,2001,,STERLING L,diesel,215000,manual
35990,2020,chevrolet,silverado 1500 double,gas,28338,other
16500,2005,chevrolet,silverado 2500hd,gas,145986,automatic
27500,2015,ford,f-150,gas,165767,automatic
13500,1999,,INTERNATIONAL 4700,diesel,79000,manual
41990,2020,chevrolet,silverado 1500 double,gas,12880,automatic
20495,2015,lexus,es 300h,hybrid,61063,automatic
36590,2020,gmc,acadia denali sport utility,gas,33026,other
12423,2011,lexus,ct 200h,hybrid,79519,automatic
12977,2011,cadillac,dts,gas,42826,automatic
8598,2009,subaru,forester,gas,125391,automatic
5804,2005,toyota,prius,hybrid,146675,automatic
16854,2012,nissan,frontier,gas,95922,automatic
6999,2004,bmw,z4,gas,140000,automatic
5999,2007,bmw,530i,gas,165000,automatic
19999,2007,chevrolet,avalanche 4x4,gas,105000,automatic
2999,2002,ford,taurus se,gas,180000,automatic
10900,2011,bmw,x5 xdrive35i,gas,99000,automatic
33590,2020,chevrolet,silverado 1500 double,gas,30457,other
36990,,,des-Benz E-Class,gas,30967,other
8299,2015,nissan,altima 2.5 s,gas,41000,automatic
34995,2015,ford,f250 super duty 4x4,gas,84526,automatic
49500,2018,bmw,x6 xdrive50i,gas,52000,automatic
24699,2019,lincoln,mkz,gas,40056,automatic
43590,2016,audi,s7 sedan 4d,gas,52366,other
39990,2020,lincoln,corsair reserve sport,gas,7469,other
29357,2019,audi,a5,gas,35117,automatic
8989,2011,cadillac,cts coupe,gas,125420,automatic
8990,2013,,smart fortwo Passion Hatchback,gas,59072,automatic
23989,,,a RAV4,gas,34929,automatic
16998,2017,ford,expedition el,gas,173042,automatic
6500,2004,chevrolet,tahoe,gas,205022,automatic
25900,2014,jeep,wrangler unlimited,gas,134404,automatic
34990,2019,infiniti,q70 3.7 luxe sedan 4d,other,16505,other
24989,2006,,HUMMER H2,gas,124175,automatic
14299,2015,chevrolet,traverse,gas,96000,automatic
26990,2014,lexus,ls 460 sedan 4d,other,96454,automatic
17990,2020,mitsubishi,outlander sport es,other,16631,other
25990,2018,mitsubishi,outlander phev gt,electric,13938,other
21998,2019,volkswagen,tiguan,gas,6611,automatic
31890,2017,lexus,rc,gas,73372,automatic
5800,2009,honda,civic,gas,158000,automatic
5800,2010,honda,accord,gas,186000,automatic
8800,2012,chevrolet,tahoe,gas,222000,automatic
49990,2020,cadillac,xt5 sport suv 4d,gas,4322,other
34590,2020,infiniti,qx50 luxe sport utility,other,3542,other
29890,2017,infiniti,qx70,gas,32913,automatic
4500,2006,cadillac,dts,gas,100000,automatic
7000,1979,toyota,corolla,gas,28342,manual
35500,1966,chevrolet,impala,gas,9560,automatic
6750,2007,toyota,yaris,gas,167808,automatic
15500,2017,,2017 IMPALA,gas,21000,automatic
37590,2019,acura,mdx advance pkg sport,other,30356,other
15990,2016,,Scion iM Hatchback 4D,gas,40668,other
24590,2017,dodge,challenger sxt coupe 2d,gas,31936,automatic
10977,2011,audi,q5,gas,110574,automatic
37990,2016,dodge,challenger r/t scat pack,gas,12193,other
21989,2013,lexus,ls 460,gas,143101,automatic
43590,2020,acura,mdx sh-awd w/technology,gas,12012,other
32990,2019,dodge,challenger r/t coupe 2d,gas,2676,other
32997,2018,lexus,es,gas,21300,automatic
47999,2013,ford,super duty f-250 srw,diesel,37088,automatic
28990,,,CX-5,gas,9193,automatic
23590,2009,dodge,challenger r/t coupe 2d,gas,34818,other
0,2007,ford,explorer,gas,273815,automatic
13298,2019,nissan,versa sedan,gas,61917,automatic
19615,2019,ford,edge,gas,82337,automatic
18568,2019,chevrolet,equinox,gas,28990,automatic
15976,2016,volkswagen,jetta,gas,48619,automatic
11667,2016,toyota,corolla,gas,90731,automatic
42990,2020,acura,mdx technology pkg sport,other,3207,other
39990,2020,acura,mdx sh-awd sport utility,gas,1237,other
13495,2014,chevrolet,malibu,gas,100022,automatic
5000,2012,chevrolet,cruze,gas,150000,automatic
21990,2020,hyundai,sonata se sedan 4d,other,13793,other
38990,2020,acura,rdx advance pkg sport,gas,14028,other
24500,2008,gmc,sierra,gas,49000,manual
45989,2017,cadillac,ats-v sedan,gas,26886,automatic
5500,2007,nissan,maxima,gas,175000,manual
19000,2010,toyota,tacoma prerunner,gas,134000,automatic
20990,2020,kia,soul s wagon 4d,gas,2421,other
51990,2018,cadillac,escalade esv premium,other,72367,automatic
16989,2002,ford,super duty f-450 drw cab-chassis,gas,228546,automatic
44590,2019,infiniti,q60 red sport 400 coupe,gas,7396,other
30990,2018,mercedes-benz,metris passenger,gas,7896,other
29890,2013,tesla,model s,electric,61591,automatic
35590,2017,lincoln,navigator l select sport,gas,76216,automatic
30990,2017,alfa-romeo,romeo giulia sedan 4d,gas,19835,other
18500,2002,ford,f-350,diesel,203000,automatic
32590,2017,lexus,rx 350 sport utility 4d,gas,20425,other
28990,2006,,Bentley Continental GT,gas,148774,automatic
6400,2006,mercedes-benz,s500,gas,145000,automatic
21880,2015,ram,1500,diesel,134936,automatic
4000,2004,ram,1500,gas,250000,automatic
2200,2006,ford,f350,gas,1,automatic
4500,2002,ford,svt focus,gas,190500,manual
35000,1971,,1971 CHEVELLE MALIBU SS REPLICA,gas,120000,automatic
30590,2020,ford,ranger supercab xl pickup,gas,10740,other
32590,2015,mercedes-benz,gla-class gla 45,gas,34811,other
16990,2016,kia,forte koup ex coupe 2d,gas,17631,other
28990,2017,bmw,4 series 440i xdrive gran,gas,49355,automatic
5000,2003,toyota,camry,gas,183600,automatic
45995,2012,ford,e450,gas,125000,automatic
5295,2013,kia,optima lx,gas,189832,automatic
8200,2011,lexus,ct 200h,hybrid,146000,automatic
7499,2011,hyundai,elantra limited,gas,178000,automatic
2750,2000,,lexuse RX,gas,276000,automatic
8000,1989,jeep,wrangler,gas,161128,manual
49900,2019,lexus,rx 450h,hybrid,1900,automatic
3600,1997,jaguar,xk8,gas,79997,automatic
17995,2011,ford,f-350 sd,gas,222430,automatic
14890,2015,ram,promaster city,gas,70350,automatic
13890,2013,ford,e150 cargo van,gas,179592,automatic
5599,2009,toyota,yaris s,gas,73500,automatic
3500,1972,buick,,gas,100000,automatic
5599,2010,toyota,camry,gas,210500,automatic
6995,1999,chevrolet,tahoe lt,gas,163488,automatic
20995,2015,ford,f-150,gas,95424,automatic
15890,2015,gmc,savana g2500,gas,181006,automatic
