price,year,manufacturer,model,fuel,odometer,transmission
34590,2019,acura,mdx sh-awd sport utility,other,27387,other
32990,2017,acura,mdx sh-awd sport utility,gas,29322,other
14895,2015,audi,a3,gas,92822,automatic
38750,2018,tesla,model 3,electric,14452,automatic
17989,2018,toyota,camry,gas,120943,automatic
19425,2017,honda,accord,gas,34539,automatic
13595,2013,toyota,prius,gas,39949,automatic
10477,2012,ford,mustang,gas,139696,manual
4777,2007,kia,sedona,gas,127087,automatic
39500,2008,ford,f-650,diesel,13158,manual
14990,2016,,Scion iM Hatchback 4D,gas,65203,other
26900,2016,dodge,grand caravan,gas,51510,automatic
25495,2017,mercedes-benz,c-class,gas,42056,automatic
1300,1969,mercedes-benz,benz,gas,12774,automatic
7200,2014,hyundai,sonata,gas,101000,automatic
12900,2013,nissan,frontier s king cab,gas,47751,manual
3999,2006,pontiac,grand prix,gas,207238,automatic
4795,2001,chevrolet,silverado,gas,141005,automatic
3500,2005,honda,odyssey,gas,197742,automatic
0,2014,ford,f550 4x4,diesel,0,other
6000,2012,honda,civic,gas,120000,automatic
4500,2012,kia,soul,gas,120000,automatic
6950,2008,honda,civic exl,gas,135000,automatic
5950,2008,honda,accord,gas,190000,automatic
6350,2013,toyota,corolla le,gas,184000,automatic
3250,1997,ford,crown victoria,gas,210965,automatic
18900,2015,ford,f-150 supercab xlt,gas,112165,automatic
4900,2007,volkswagen,jetta gli fahrenheit,gas,243730,manual
16900,2017,chrysler,pacifica l,gas,88987,automatic
199,2017,dodge,charger,gas,21737,automatic
57590,2018,cadillac,escalade esv luxury,gas,28453,other
4400,2003,lexus,rx 300,gas,193058,automatic
5500,1988,mercedes-benz,560,diesel,177607,manual
4800,2010,chevrolet,malibu ls,gas,155071,automatic
45990,2018,mercedes-benz,e-class e 400,other,29520,other
18590,2018,hyundai,sonata sel sedan 4d,gas,22075,other
19995,2015,ford,transit 250,gas,150000,automatic
2950,1963,chevrolet,corvair convertible,gas,1164,manual
4250,2007,chrysler,pt cruiser,gas,94093,automatic
0,2020,honda,pilot,gas,15299,automatic
27590,2018,alfa-romeo,romeo giulia sedan 4d,gas,11007,other
6500,2010,honda,accord,gas,174000,automatic
33990,2016,chevrolet,silverado 1500,,117895,automatic
0,2012,ram,3500 laramie 4x4,diesel,9999999,automatic
0,2013,gmc,sierra 2500 hd denali 4x4,diesel,9999999,automatic
0,2014,chevrolet,silverado z71 4x4,gas,9999999,automatic
17990,2018,ford,edge sel,gas,101000,automatic
11990,2011,audi,a3 tdi premium plus,diesel,70000,automatic
0,2014,ram,2500 slt 4x4,diesel,1111111,automatic
25990,2008,ram,2500 mega cab 4x4,diesel,172000,automatic
0,2018,chevrolet,silverado 3500 ltz 4x4,diesel,9999999,automatic
0,2015,gmc,yukon denali xl,gas,1111111,automatic
21590,2016,acura,rdx sport utility 4d,other,37793,automatic
0,2014,toyota,highlander limited awd,gas,88000,automatic
0,2015,ford,f150 platinum 4x4,gas,1111111,automatic
0,2014,ford,f150 xlt 4x4,gas,8888888,automatic
37998,2020,nissan,maxima,gas,23783,automatic
26589,2019,nissan,frontier,gas,7067,automatic
26500,2019,nissan,altima,gas,13544,automatic
40888,2020,jeep,gladiator,gas,27955,automatic
1000,2021,,SPECIAL FINANCE PROGRAM 2021,other,1400,other
10477,2018,nissan,versa,gas,58050,automatic
14777,2003,mercedes-benz,sl-class,gas,87180,automatic
29500,2018,mercedes-benz,benz,gas,18000,manual
14990,2019,kia,soul wagon 4d,gas,7007,other
3500,2001,buick,park avenue,gas,1000,automatic
29500,2016,ford,mustang,gas,36772,automatic
2450,2001,ford,taurus,gas,161662,automatic
7900,1987,mercury,grand marquis,gas,83000,automatic
3900,1977,ford,f-150,gas,100000,manual
3500,2006,ford,freestyle,gas,214775,automatic
38000,2020,chevrolet,colorado crew cab lt,diesel,8932,automatic
7980,2009,nissan,maxima,gas,163837,automatic
5980,2010,ford,fusion,gas,178753,manual
6980,2010,nissan,pathfinder,gas,186334,manual
3850,2003,dodge,durango,gas,215604,automatic
0,2012,chevrolet,traverse,gas,133167,automatic
5980,2009,buick,enclave,gas,160419,manual
3850,2004,nissan,titan,gas,319746,automatic
3800,2003,chrysler,pt cruiser gt,gas,150000,automatic
36590,2018,audi,q5 prestige sport utility,gas,32409,other
28990,2018,lincoln,mkx select sport utility,gas,27343,other
5800,2012,ford,escape,gas,160000,automatic
4500,2006,honda,civic,gas,170000,automatic
4200,2007,honda,odyssey,gas,195000,automatic
13400,2012,nissan,murano sl,gas,90255,automatic
15000,2003,volvo,vnl 780,diesel,1000000,manual
55000,2002,,freightliner fl60,diesel,110000,automatic
5500,2008,ford,focus,gas,115000,automatic
5500,2009,jeep,patriot,gas,158000,automatic
4500,2008,dodge,durango,gas,190000,automatic
25590,2017,jaguar,xf 20d premium sedan 4d,other,27662,automatic
35990,2019,bmw,5 series 530e xdrive,gas,19260,other
8500,1968,ford,fairlane ranchero,gas,100000,automatic
16990,2015,honda,accord sedan,gas,82023,automatic
35990,2020,infiniti,q60 3.0t pure coupe 2d,gas,8677,other
3000,2002,buick,lesabre,gas,101000,automatic
38500,2019,infiniti,q60,gas,17182,automatic
21988,2016,ford,edge,gas,49992,automatic
15988,2017,hyundai,veloster,gas,24546,automatic
21977,2017,chevrolet,express 3500,gas,42760,automatic
30477,2016,chevrolet,tahoe,gas,98256,automatic
30990,2018,lexus,nx 300h sport utility 4d,hybrid,27205,automatic
14395,2016,kia,soul,gas,32819,automatic
4300,2012,kia,soul,gas,174053,automatic
3650,2006,chevrolet,trailblazer,gas,184925,automatic
3650,2008,chevrolet,impala,,149186,automatic
34850,2017,nissan,titan xd pro 4x,gas,50000,automatic
12500,2008,ford,ranger xlt,gas,141345,automatic
6995,2011,volkswagen,jetta sel,gas,172752,automatic
18950,2010,ford,f150 lariat supercrew 4x4,gas,151403,automatic
12950,2005,bmw,z4,gas,69586,automatic
7480,2013,hyundai,sonata,gas,117271,automatic
10950,2009,lexus,rx350,gas,191955,automatic
4950,2011,ford,taurus se,gas,104244,automatic
13950,2006,lexus,gx470,gas,178790,automatic
3650,2008,hyundai,elantra,gas,137161,manual
5980,2013,jeep,patriot,gas,106290,manual
9800,2007,chevrolet,tahoe,gas,220780,automatic
27500,2018,acura,tlx,gas,21115,automatic
19900,2018,kia,sportage,gas,35823,automatic
17900,2013,ram,1500,gas,153943,automatic
14900,2015,subaru,xv crosstrek,gas,97061,automatic
20900,2013,ford,f-150,gas,152233,automatic
5980,2006,chrysler,300,gas,160566,automatic
7400,2007,lexus,rx350,gas,181000,automatic
12900,2015,volkswagen,passat,diesel,74400,automatic
3900,2001,honda,civic,gas,144000,automatic
7500,2011,kia,soul,gas,51000,automatic
5500,2007,toyota,yaris,gas,51000,manual
5980,2008,chevrolet,impala,,165596,automatic
3525,2005,mercedes-benz,c-class,gas,79101,automatic
6500,2013,volkswagen,jetta,gas,135000,automatic
13500,2011,audi,q7,gas,145000,automatic
6980,2008,mercedes-benz,c-class,gas,148095,automatic
5980,2005,nissan,xterra,gas,198576,manual
3450,2007,ford,taurus,gas,164421,automatic
20000,2014,jeep,grand cherokee,gas,167821,automatic
7980,2008,nissan,titan,,200850,automatic
28590,2017,dodge,challenger r/t shaker,other,65817,other
5480,2005,dodge,durango,gas,178667,automatic
2800,2006,ford,taurus,gas,230108,automatic
0,2013,rover,evoque,gas,112000,automatic
41990,2019,toyota,4runner limited,gas,32326,other
11400,2013,kia,sportage,gas,92986,other
11587,2013,ford,escape,gas,215046,other
6980,2006,infiniti,g35 sedan,gas,144632,automatic
4450,2004,cadillac,srx,gas,144850,automatic
7980,2009,bmw,x5,gas,123000,manual
36590,2017,chevrolet,tahoe lt sport utility,other,60476,other
18590,2017,toyota,camry le sedan 4d,gas,30223,other
15990,2018,ford,focus se hatchback 4d,other,14178,other
53700,,,ierra 1500,gas,35676,automatic
29980,2016,infiniti,qx80,gas,113427,automatic
7988,2014,toyota,yaris,gas,94109,automatic
12654,2014,chevrolet,traverse,gas,106986,automatic
37988,2020,nissan,armada,gas,10981,automatic
30777,2015,chevrolet,suburban,gas,100124,automatic
4177,2004,hyundai,sonata,gas,127131,automatic
1000,2021,,SPECIAL FINANCE PROGRAM 2021,other,1400,other
21590,2016,dodge,charger sxt sedan 4d,other,45097,automatic
35990,2016,ford,f-150,gas,57838,automatic
5400,2001,ram,1500,gas,198000,automatic
3999,2006,honda,accord sedan,gas,253076,automatic
2999,2007,ford,taurus,gas,162029,automatic
35900,2020,ram,1500 big horn,gas,21028,automatic
4425,2004,honda,accord sedan,gas,192275,automatic
5950,2013,nissan,altima,gas,114194,automatic
13995,2006,chevrolet,silverado 2500hd,diesel,215000,automatic
2999,2005,ford,taurus,gas,226797,automatic
4475,2008,hyundai,sonata,gas,116916,automatic
31995,2012,ford,f350 super duty,gas,24692,automatic
3450,2002,chrysler,300m,gas,144934,automatic
50980,,,olet Silverado 2500HD,diesel,50954,automatic
3399,2006,buick,lacrosse,gas,160218,automatic
49897,2021,toyota,tundra,gas,15965,other
15897,2017,hyundai,veloster,gas,30844,other
24990,2018,bmw,3 series 330i xdrive sedan,gas,34454,automatic
40990,2017,jeep,wrangler unlimited rubicon,other,30092,other
3600,2002,honda,accord sedan,gas,272068,automatic
0,2014,,Freightliner Cascadia,diesel,100,automatic
24590,2018,bmw,3 series 330i xdrive sedan,other,38872,other
14900,2005,,KW T800,diesel,771000,manual
26500,2014,gmc,sierra 1500,,162934,automatic
27900,2018,ford,f250,gas,159911,automatic
21800,2018,ford,f150,gas,143603,automatic
22900,2016,ford,transit t250,gas,95900,automatic
32990,2020,jeep,wrangler sport suv 2d,gas,20205,other
34590,2020,mercedes-benz,c-class c 300,gas,17061,other
16427,2014,honda,cr-v,gas,59216,automatic
23663,2017,honda,pilot,gas,100357,automatic
30292,2017,toyota,tacoma,gas,48697,automatic
17656,2017,hyundai,santa fe sport,gas,83636,automatic
4477,2000,honda,accord,gas,129865,automatic
15777,2010,,Freightliner Sprinter 3500,gas,172052,automatic
40988,2020,jeep,gladiator,gas,27955,automatic
1000,2021,,SPECIAL FINANCE PROGRAM 2021,other,1400,other
24995,2011,chevrolet,silverado 2500hd,diesel,201000,automatic
23590,2018,subaru,crosstrek 2.0i limited,gas,44201,automatic
29890,,,ai Santa Fe,gas,30934,automatic
3650,2008,kia,rio,gas,115124,automatic
1,1999,,"1999 ply,prowler",gas,1000,automatic
3500,2003,toyota,camry,gas,237000,automatic
3800,2006,kia,optima,gas,112412,automatic
31995,2016,chevrolet,silverado 1500 lt crew cab long box 4wd,gas,94526,automatic
0,2014,,Freightliner Cascadia,diesel,100,automatic
27900,2011,gmc,sierra,diesel,215000,automatic
0,2013,gmc,sierra 2500 hd denali 4x4,diesel,9999999,automatic
0,2014,chevrolet,silverado z71 4x4,gas,9999999,automatic
3500,1991,honda,accord,gas,153919,automatic
5980,2013,jeep,patriot,gas,106000,automatic
0,2014,toyota,highlander limited awd,gas,80000,automatic
5980,2006,chevrolet,impala lt,gas,165000,automatic
5980,2005,nissan,xterra,gas,198000,automatic
6980,2010,nissan,pathfinder,gas,186000,automatic
9995,2011,toyota,prius prius v,,104087,other
27995,2014,ram,1500 sport crew cab lwb 4wd,,86325,automatic
29995,2016,jeep,wrangler unlimited sport 4wd,,65203,manual
26995,2014,ford,f-150 xl supercrew 6.5-ft. bed 4wd,,119981,automatic
26995,2017,ford,f-150 xl supercrew 5.5-ft. bed 4wd,,142288,automatic
25995,2014,chevrolet,silverado 1500 work truck 2wt crew cab long box 4w,,91852,automatic
32995,2018,chevrolet,silverado 1500 ls crew cab long box 4wd,,82233,automatic
57850,2016,chevrolet,corvette,gas,1281,automatic
14590,2012,bmw,1 series 128i coupe 2d,other,80465,other
3450,2001,acura,tl,gas,204764,automatic
18800,2018,cadillac,xts,gas,94617,automatic
23990,2017,lincoln,mkz reserve sedan 4d,gas,28565,other
29990,2018,alfa-romeo,romeo stelvio ti sport,other,26978,other
39990,2020,lincoln,corsair reserve sport,gas,7469,other
28990,2018,infiniti,qx60 3.5 sport utility,gas,32458,other
25590,2020,buick,encore gx select sport,gas,1113,automatic
20590,2018,chrysler,300 limited sedan 4d,gas,71021,other
35897,2016,gmc,sierra 1500,gas,81139,other
11897,2014,ford,explorer,gas,139281,other
0,2015,ford,f250 lariat 4x4,diesel,1111111,automatic
5750,2014,jeep,patriot sport,gas,105062,automatic
0,2016,ram,3500 laramie 4x4,diesel,127000,automatic
3475,2005,cadillac,escalade,gas,259337,automatic
0,2015,gmc,sierra 1500 slt 4x4,gas,1111111,automatic
0,2014,ford,f150 xlt 4x4,gas,1111111,automatic
36495,2017,rover,discovery sport,gas,88,automatic
20300,2017,ford,transit 150,gas,141625,automatic
29600,2019,gmc,savana,gas,30052,automatic
9500,2014,ford,transit connect,gas,219581,automatic
36700,2019,ford,transit 250,gas,14985,automatic
37900,2020,chevrolet,silverado 1500,gas,5622,automatic
32800,2018,ford,transit,gas,43479,automatic
31900,2019,ford,transit 250,gas,29497,automatic
38300,2020,ford,transit,gas,7540,automatic
34800,2019,ford,transit,gas,31020,automatic
24900,2016,ford,econoline,gas,122238,automatic
45200,2017,bmw,640i coupe,gas,35109,automatic
32590,2020,,Genesis G70 2.0T Sedan 4D,other,4171,other
39888,2019,honda,civic type r,gas,9528,manual
16902,2020,toyota,corolla,gas,11692,automatic
16598,2015,ford,explorer,gas,97987,automatic
18444,2015,lincoln,mkc,gas,68953,automatic
11977,2014,nissan,pathfinder,gas,131033,automatic
9277,2005,lexus,ls 430,gas,130586,automatic
3200,1997,honda,crv ex awd,gas,155000,automatic
10990,2013,nissan,sentra s sedan 4d,gas,81557,other
26495,,,des-Benz CLA,gas,42455,automatic
11999,2013,audi,a4 2.0t premium plus,gas,96000,automatic
37995,2016,ford,f-250,diesel,130000,automatic
7200,1993,pontiac,firebird trans am,gas,111000,automatic
17900,2011,chevrolet,camaro ss,gas,133847,manual
4499,2010,ford,crown victoria,gas,138895,automatic
15900,2011,jeep,wrangler,gas,165000,automatic
4500,2012,chevrolet,malibu,gas,160000,automatic
12000,2008,toyota,4runner,gas,196000,automatic
0,2006,honda,civic sedan,gas,166822,automatic
7450,2004,toyota,4runner sr5,gas,218000,automatic
32990,2018,ford,f150 super cab xlt pickup,gas,20558,other
0,2004,lexus,es 330,gas,175945,automatic
41990,2019,chevrolet,silverado 1500 double,gas,10079,other
199,2017,dodge,charger,gas,21737,automatic
26990,2018,gmc,acadia sle-2 sport utility,gas,26514,other
1000,2021,,SPECIAL FINANCE PROGRAM 2021,other,1400,other
33990,2018,ford,f150 super cab lariat,other,26732,other
0,2006,acura,mdx,gas,194274,automatic
51990,2020,gmc,yukon slt sport utility 4d,other,33829,other
9989,2015,hyundai,elantra,gas,122666,other
0,2009,gmc,sierra 1500,gas,139589,other
9950,2010,ford,e250,gas,177000,automatic
12900,2011,lincoln,mkx,gas,77101,automatic
16900,2015,nissan,pathfinder sv,gas,78808,automatic
24500,2006,ford,f550,diesel,147000,automatic
36500,2001,,STERLING L,diesel,215000,manual
49990,2020,gmc,yukon slt sport utility 4d,other,31166,other
0,2016,chevrolet,silverado z71 4x4,gas,9999999,automatic
0,2007,acura,rl,gas,126500,automatic
13500,1999,,INTERNATIONAL 4700,diesel,79000,manual
0,2017,ford,f150 fx4 4x4,gas,9999999,automatic
0,2014,chevrolet,silverado z71 4x4,gas,9999999,automatic
0,2014,gmc,sierra 1500 slt z60,gas,9999999,automatic
0,2015,buick,enclave premium,gas,9999999,automatic
47990,2020,gmc,yukon slt sport utility 4d,gas,29827,other
0,2014,jeep,grand cherokee summit,gas,9999999,automatic
20495,2015,lexus,es 300h,hybrid,61063,automatic
0,2016,chevrolet,silverado 2500 z71 4x4,diesel,9999999,automatic
0,2018,chevrolet,silverado 3500 ltz 4x4,diesel,9999999,automatic
36590,2020,gmc,acadia denali sport utility,gas,33026,other
40900,2020,jeep,gladiator,gas,19069,automatic
29988,2019,ford,f-150,gas,41323,automatic
19275,2020,toyota,corolla,gas,11314,automatic
24958,2020,toyota,camry,gas,4862,automatic
0,2018,ford,edge sel,gas,101000,automatic
0,2018,chevrolet,silverado 3500 hd 4x4,diesel,85000,automatic
0,2012,ram,3500 laramie 4x4,diesel,9999999,automatic
0,2014,ram,2500 slt 4x4,diesel,1111111,automatic
25990,2008,ram,2500 mega cab 4x4,diesel,172000,automatic
3950,2003,honda,civic ex,gas,236890,automatic
4650,2002,chevrolet,trailblazer,gas,139000,automatic
0,2014,ford,f150 fx4 4x4,gas,8888888,automatic
39990,2018,toyota,4runner trd pro 4x4,gas,44000,automatic
0,2013,gmc,sierra 2500 hd denali 4x4,diesel,9999999,automatic
0,2014,chevrolet,silverado z71 4x4,gas,9999999,automatic
12995,2008,ford,f150 xl,gas,93146,automatic
15477,2015,jeep,renegade,gas,31743,automatic
28877,2017,nissan,armada,gas,112563,automatic
36995,2012,ford,f250 super duty 4x4,gas,41364,automatic
31995,2017,ford,f350 super duty,gas,129638,automatic
25995,2015,gmc,sierra 2500hd,gas,126690,automatic
34995,2015,ford,f250 super duty 4x4,gas,84526,automatic
33590,2020,chevrolet,silverado 1500 double,gas,30457,other
36990,,,des-Benz E-Class,gas,30967,other
40900,2021,toyota,tacoma 4wd,gas,1582,automatic
18900,2019,nissan,altima,gas,44276,automatic
10500,2010,acura,mdx,gas,173000,automatic
3999,2008,dodge,caliber,gas,127083,automatic
28500,1966,,NOVA WAGON,gas,86000,automatic
3950,1997,lincoln,town car,gas,116895,automatic
34995,2015,ford,f250 super duty 4x4,gas,84526,automatic
28300,2019,bmw,430 gran coupe,gas,16000,automatic
5980,2005,acura,tl,gas,179000,automatic
6980,2008,toyota,avalon,gas,158000,automatic
3550,2009,kia,rio,gas,167205,automatic
4000,2002,toyota,corolla le,gas,125000,automatic
5980,2006,chrysler,300c,gas,160000,automatic
7480,2013,hyundai,sonata gls,gas,117000,automatic
24800,2013,chevrolet,avalance,gas,104352,automatic
7980,2008,nissan,titan,gas,200000,automatic
0,2015,ford,e350 bus,gas,55000,automatic
43590,2016,audi,s7 sedan 4d,gas,52366,other
0,1903,chevrolet,corvette,gas,,
9900,2015,dodge,grand caravan,gas,95936,automatic
8990,2013,,smart fortwo Passion Hatchback,gas,59072,automatic
31500,2019,ford,f150,gas,106054,automatic
4400,2006,buick,lacrosse,gas,124201,automatic
34990,2019,infiniti,q70 3.7 luxe sedan 4d,other,16505,other
26990,2014,lexus,ls 460 sedan 4d,other,96454,automatic
17990,2020,mitsubishi,outlander sport es,other,16631,other
3400,2006,ford,taurus,gas,126139,automatic
18500,2002,ford,f-350,diesel,203000,automatic
34590,2020,infiniti,qx50 luxe sport utility,other,3542,other
25990,2018,mitsubishi,outlander phev gt,electric,13938,other
31890,2017,lexus,rc,gas,73372,automatic
11987,2012,lexus,ct 200h f-sport,gas,117000,automatic
49990,2020,cadillac,xt5 sport suv 4d,gas,4322,other
26995,2015,ford,f-250,diesel,210000,automatic
18700,2015,audi,a3 tdi premium,diesel,11000,automatic
23161,2019,chrysler,300,gas,23461,automatic
27900,2018,ford,f-150,gas,50396,automatic
12307,2018,kia,soul,gas,95056,automatic
16520,2017,hyundai,santa fe sport,gas,69999,automatic
8977,2011,nissan,murano,gas,144503,automatic
10477,2009,chevrolet,colorado,gas,0,automatic
32590,2017,lexus,rx 350 sport utility 4d,gas,20425,other
29890,2017,infiniti,qx70,gas,32913,automatic
5250,1999,ford,f-150,gas,248000,automatic
45000,2007,chevrolet,corvette,gas,18000,manual
55000,2001,ford,excursion,gas,88000,automatic
45000,2004,,Hummer H2,gas,48000,automatic
130000,2019,chevrolet,corvette,gas,5000,automatic
5500,2009,jeep,patriot,gas,158000,automatic
15000,2003,volvo,vnl 780,diesel,1000000,manual
4200,2007,honda,odyssey,gas,195000,automatic
55000,2002,,freightliner fl60,diesel,110000,automatic
4500,2008,dodge,durango,gas,190000,automatic
6000,2010,chevrolet,cobalt,gas,80000,automatic
5500,2008,ford,focus,gas,115000,automatic
9000,2011,audi,a5,gas,102380,automatic
4800,1996,toyota,4runner 4wd,gas,314000,automatic
4100,2010,hyundai,elantra touring,gas,130206,manual
3500,2009,hyundai,accent,gas,111387,automatic
3300,1994,bmw,318ic cabrio,gas,304000,manual
3450,2003,ford,explorer,,228634,automatic
3650,2009,saturn,aura,gas,127658,automatic
199,2017,dodge,charger,gas,21737,automatic
37590,2019,acura,mdx advance pkg sport,other,30356,other
21250,2002,ford,thunderbird,gas,15996,automatic
21250,2002,ford,thunderbird,gas,15996,automatic
4500,2007,buick,lucerne,gas,116250,automatic
15990,2016,,Scion iM Hatchback 4D,gas,40668,other
0,2014,,Freightliner Cascadia,diesel,100,automatic
45590,2020,acura,mdx sh-awd w/advance pkg,gas,21711,other
43590,2020,acura,mdx sh-awd w/technology,gas,12012,other
42990,2020,acura,mdx technology pkg sport,other,3207,other
43990,2020,acura,mdx sh-awd w/technology,gas,1944,other
9000,2015,volkswagen,passat wolfsburg,gas,99000,automatic
1,2005,gmc,envoy,gas,181000,automatic
3999,2006,pontiac,grand prix,gas,207238,automatic
34900,2019,dodge,grand caravan handicap wheelchair rear entry,,22194,automatic
0,2018,toyota,rav4,gas,29594,automatic
18750,2005,,"GMC, Ford, Freightliner & More",diesel,161087,automatic
32997,2018,lexus,es,gas,21300,automatic
47999,2013,ford,super duty f-250 srw,diesel,37088,automatic
28990,,,CX-5,gas,9193,automatic
41590,2020,acura,mdx sh-awd w/technology,gas,20003,other
36590,2018,acura,mdx advance and,other,19139,automatic
20989,2019,toyota,camry,gas,43464,automatic
18988,2016,nissan,altima,gas,8876,automatic
37500,2018,ford,f-150,gas,30026,automatic
26990,2019,nissan,frontier,gas,12373,automatic
0,2005,ford,f-150,gas,223976,automatic
15477,2008,jeep,wrangler,gas,105284,manual
1000,2021,,SPECIAL FINANCE PROGRAM 2021,other,1400,other
40988,2020,jeep,gladiator,gas,27955,automatic
28750,2017,ram,1500,gas,54000,automatic
39990,2020,acura,mdx sh-awd sport utility,gas,1237,other
13495,2014,chevrolet,malibu,gas,100022,automatic
32000,2013,gmc,sierra denali,gas,95000,manual
3950,1997,ford,crown victoria,gas,210965,automatic
9500,1995,chevrolet,p30 step van,gas,220000,automatic
32500,1968,chevrolet,c-10 truck,gas,4709,automatic
40000,2017,ford,f-150,gas,44000,automatic
4400,2003,lexus,rx 300,gas,193058,automatic
5500,1988,nissan,300zx turbo,gas,220000,manual
5980,2008,toyota,sienna,gas,212579,automatic
4380,2007,hyundai,entourage,gas,185852,automatic
3250,2002,mercedes-benz,c230 kompressor,gas,210000,manual
6980,2011,bmw,3 series,gas,147608,manual
4250,2007,chrysler,pt cruiser,gas,94093,automatic
5940,2009,mini,cooper hardtop 2 door,gas,149835,manual
5970,2010,nissan,altima,gas,122584,automatic
2950,2004,ford,taurus,gas,193049,automatic
21990,2020,hyundai,sonata se sedan 4d,other,13793,other
20990,2020,kia,soul s wagon 4d,gas,2421,other
4980,2004,gmc,yukon xl,,248251,automatic
2850,2001,ford,taurus,gas,161662,automatic
20900,,,a RAV4,gas,21324,automatic
38990,2020,acura,rdx advance pkg sport,gas,14028,other
4980,2011,chevrolet,cruze,gas,197456,automatic
51990,2018,cadillac,escalade esv premium,other,72367,automatic
30990,2018,mercedes-benz,metris passenger,gas,7896,other
7500,2004,gmc,sierra,gas,187265,automatic
6980,2012,nissan,maxima,gas,170461,automatic
21500,1990,toyota,hilux,diesel,72000,manual
52990,2020,jaguar,e-pace p300 r-dynamic se,gas,79,other
3000,2006,chevrolet,cobalt,gas,213149,automatic
11980,2013,infiniti,g37 sedan,gas,0,automatic
35590,2017,lincoln,navigator l select sport,gas,76216,automatic
29890,2013,tesla,model s,electric,61591,automatic
57990,2020,mercedes-benz,e-class e 450,other,6502,other
21688,2020,nissan,kicks,gas,7575,automatic
27988,2020,nissan,altima,gas,15139,automatic
22488,2020,nissan,rogue,gas,17013,automatic
33988,2019,nissan,frontier,gas,11939,automatic
20977,2017,subaru,outback,gas,103664,automatic
12977,2010,ford,f-150,gas,200224,automatic
30990,2017,alfa-romeo,romeo giulia sedan 4d,gas,19835,other
28990,2006,,Bentley Continental GT,gas,148774,automatic
28998,2020,ford,edge sel,gas,7943,automatic
22590,2010,chevrolet,silverado 1500,gas,71229,other
34159,2018,ram,1500 slt 4wd pickup truck,gas,48980,automatic
39590,2020,chevrolet,silverado 1500 crew,gas,19160,other
30990,2017,toyota,tundra double cab sr,gas,41124,other
31499,2019,ram,1500 classic slt 4wd,gas,39364,automatic
40000,1990,,Chevelot,gas,29260,automatic
37164,2020,ford,edge st line,gas,12,automatic
49900,2019,lexus,rx 450h,hybrid,1900,automatic
2800,1999,gmc,suburban k1500 4x4,gas,300000,automatic
51325,2020,ford,f150 lariat 4wd,gas,5503,automatic
3900,2003,gmc,envoy,gas,165000,automatic
12345,1997,toyota,tacoma,gas,255000,manual
34990,2018,jeep,grand cherokee trailhawk,gas,37509,other
27990,2012,gmc,sierra 2500 hd extended cab,gas,68696,other
42532,2018,ford,f150 xlt 4wd,gas,22818,automatic
11989,2016,dodge,journey sxt,gas,112282,automatic
34590,2016,chevrolet,silverado 1500 double,gas,29499,other
27345,2019,honda,crv touring suv,gas,23005,automatic
31966,2019,ram,1500 classic slt,gas,31810,automatic
36990,2018,gmc,sierra 1500 double cab sle,gas,23424,other
39590,2020,ford,mustang gt premium coupe 2d,gas,1419,other
99999999,1993,ford,ranger,gas,99999,automatic
3000,2010,dodge,avenger r/t,gas,197456,automatic
24590,2016,jeep,wrangler sport suv 2d,gas,66313,other
32990,2017,jeep,wrangler unlimited sport,gas,30041,other
24590,2017,chevrolet,silverado 1500 regular,gas,40784,other
27990,2014,toyota,tacoma access cab pickup,other,17805,other
25990,2019,acura,ilx premium pkg sedan 4d,gas,5120,other
10400,2011,toyota,sienna xle,gas,159400,automatic
1,2012,,all,gas,100000,automatic
33590,2014,gmc,sierra 1500 crew cab slt,gas,57923,other
5500,2001,bmw,7 series,gas,116000,automatic
13250,2016,kia,soul,gas,99000,automatic
7600,2013,mazda,2,gas,139000,automatic
12525,2013,hyundai,tucson,gas,134000,automatic
33590,2014,toyota,tundra crewmax sr5 pickup,other,55251,other
5300,2012,chevrolet,malibu,gas,145000,automatic
31590,2018,toyota,4runner sr5 sport utility,gas,62496,other
29990,2016,chevrolet,colorado extended cab,gas,17302,other
32990,2019,dodge,challenger r/t coupe 2d,gas,2676,other
20682,2020,ford,ecosport titanium suv,gas,10,automatic
3500,2004,honda,accord,gas,212795,automatic
10075,2012,toyota,corolla,gas,111000,automatic
34590,2018,ford,f150 super cab xl pickup 4d,gas,20856,other
2200,2001,cadillac,deville,gas,103000,automatic
30990,2019,ford,ranger supercrew xl pickup,gas,5468,other
38990,2020,ford,f150 supercrew cab xlt,gas,12231,other
12767,2016,chevrolet,equinox ls suv,gas,83443,automatic
38590,2011,chevrolet,corvette grand sport,gas,30237,other
34990,2018,ram,1500 quad cab big horn,other,22064,other
13000,1999,,1999 Corvette,gas,139900,automatic
16900,2015,chevrolet,traverse l t,gas,71363,automatic
33993,2020,ford,ranger xlt,gas,3,automatic
4200,2009,hyundai,sonata,gas,93000,automatic
43499,2020,chevrolet,silverado 1500 lt,gas,28710,automatic
52905,2020,ford,f150 4x4 lariat,gas,7655,automatic
0,2020,ford,f150 xlt 4wd,gas,759,automatic
23590,2017,nissan,frontier king cab sv,gas,37091,other
17990,2013,subaru,xv crosstrek premium,gas,57371,other
30990,2016,chevrolet,colorado crew cab z71,other,34940,other
30990,2017,nissan,frontier crew cab pro-4x,gas,31095,other
39590,2017,chevrolet,camaro ss coupe 2d,gas,10496,other
9900,2012,mini,cooper countryman s,gas,108301,automatic
